participant_id	trial_type	accuracy
sub-23885	BY	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	BY	1
sub-23885	BY	1
sub-23885	AY	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AY	1
sub-23885	BY	1
sub-23885	AX	0
sub-23885	AY	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	BY	1
sub-23885	AX	0
sub-23885	AX	1
sub-23885	AX	1
sub-23885	BX	1
sub-23885	AX	1
sub-23885	BY	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AY	0
sub-23885	AX	1
sub-23885	AX	1
sub-23885	BY	1
sub-23885	AX	1
sub-23885	AX	0
sub-23885	BY	1
sub-23885	AX	1
sub-23885	BX	1
sub-23885	AX	1
sub-23885	AY	1
sub-23885	AX	1
sub-23885	AY	0
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AY	0
sub-23885	n/a	n/a
sub-23885	AY	0
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	BX	1
sub-23885	BY	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AY	1
sub-23885	AX	1
sub-23885	AY	0
sub-23885	AY	1
sub-23885	AX	0
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	BY	1
sub-23885	AX	1
sub-23885	BX	1
sub-23885	AX	1
sub-23885	BX	1
sub-23885	AX	1
sub-23885	BX	1
sub-23885	BX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	BY	1
sub-23885	AX	1
sub-23885	BY	1
sub-23885	AY	0
sub-23885	AX	0
sub-23885	AX	1
sub-23885	AX	1
sub-23885	BX	1
sub-23885	AX	1
sub-23885	BX	1
sub-23885	n/a	n/a
sub-23885	AX	1
sub-23885	BX	1
sub-23885	AY	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	BY	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	BY	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	BX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	0
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AY	0
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	BY	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	BX	1
sub-23885	AX	1
sub-23885	BX	1
sub-23885	AY	0
sub-23885	AX	1
sub-23885	AX	1
sub-23885	BX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	BX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	AX	1
sub-23885	n/a	n/a
