participant_id	trial_type	accuracy
sub-23765	BY	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	BY	0
sub-23765	BY	1
sub-23765	AY	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AY	1
sub-23765	BY	1
sub-23765	AX	1
sub-23765	AY	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	BY	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	BX	0
sub-23765	AX	1
sub-23765	BY	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AY	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	BY	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	BY	1
sub-23765	AX	1
sub-23765	BX	1
sub-23765	AX	1
sub-23765	AY	1
sub-23765	AX	1
sub-23765	AY	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AY	1
sub-23765	n/a	n/a
sub-23765	AY	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	0
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	BX	1
sub-23765	BY	0
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AY	1
sub-23765	AX	1
sub-23765	AY	1
sub-23765	AY	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	BY	1
sub-23765	AX	1
sub-23765	BX	1
sub-23765	AX	1
sub-23765	BX	1
sub-23765	AX	1
sub-23765	BX	1
sub-23765	BX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	BY	1
sub-23765	AX	1
sub-23765	BY	1
sub-23765	AY	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	BX	0
sub-23765	AX	1
sub-23765	BX	1
sub-23765	n/a	n/a
sub-23765	AX	1
sub-23765	BX	1
sub-23765	AY	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	BY	1
sub-23765	AX	1
sub-23765	AX	0
sub-23765	BY	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	BX	1
sub-23765	AX	0
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AY	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	BY	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	BX	1
sub-23765	AX	1
sub-23765	BX	1
sub-23765	AY	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	BX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	BX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	AX	1
sub-23765	n/a	n/a
