onset	duration	eye	startTime	stopTime	xStart	yStart	xEnd	yEnd	ampDeg	vPeak
0.053	0.028	L	606118	606145	1141.2	408.1	916.0	403.9	4.93	296
0.055	0.031	R	606120	606150	1153.0	430.4	944.7	428.0	4.56	217
0.377	0.021	L	606442	606462	919.9	402.6	945.6	505.6	2.35	206
0.377	0.023	R	606442	606464	938.6	443.4	959.7	540.0	2.19	155
2.101	0.015	R	608166	608180	986.2	545.8	950.1	545.9	0.79	73
2.099	0.027	L	608164	608190	928.9	531.9	894.5	524.2	0.78	124
2.452	0.057	R	608517	608573	985.4	552.9	1645.0	92.4	17.22	436
2.452	0.061	L	608517	608577	928.3	526.8	1495.8	127.2	14.86	379
2.734	0.055	R	608799	608853	1620.0	97.5	992.0	563.5	16.73	479
2.735	0.056	L	608800	608855	1555.5	103.6	905.9	550.1	16.85	603
2.925	0.022	L	608990	609011	902.1	547.7	933.8	468.7	1.88	147
2.927	0.02	R	608992	609011	973.5	584.5	1017.6	531.0	1.53	128
4.813	0.059	L	610878	610936	951.2	522.8	206.5	59.3	18.49	497
4.815	0.06	R	610880	610939	988.4	571.6	334.0	103.7	16.98	406
5.102	0.053	L	611167	611219	226.3	54.9	982.8	476.8	18.22	577
5.103	0.054	R	611168	611221	274.6	89.1	1056.3	531.7	18.90	614
5.292	0.018	L	611357	611374	992.3	515.7	934.1	531.6	1.32	125
5.291	0.019	R	611356	611374	1033.1	547.3	976.2	570.4	1.35	115
5.791	0.016	L	611856	611871	962.9	518.9	925.7	505.4	0.87	89
6.816	0.042	L	612881	612922	951.3	514.8	1491.2	528.4	11.63	465
6.815	0.043	R	612880	612922	977.9	546.8	1558.1	550.8	12.49	471
7.17	0.059	L	613235	613293	1519.9	509.2	555.2	461.7	20.53	634
7.171	0.059	R	613236	613294	1548.1	565.1	645.3	492.7	19.25	485
7.771	0.036	L	613836	613871	559.8	482.2	906.9	483.3	7.50	342
7.771	0.037	R	613836	613872	582.5	491.5	962.0	529.4	8.24	375
8.241	0.023	R	614306	614328	957.4	539.6	1060.2	536.6	2.26	160
8.242	0.023	L	614307	614329	938.7	484.8	1041.0	484.6	2.24	164
8.471	0.025	L	614536	614560	1038.2	491.6	901.8	479.0	3.00	205
8.472	0.025	R	614537	614561	1059.5	543.5	948.5	537.9	2.44	142
8.753	0.014	L	614818	614831	917.4	502.5	952.8	504.1	0.78	75
8.752	0.016	R	614817	614832	948.5	540.4	983.7	546.3	0.78	78
13.012	0.016	L	619077	619092	954.0	496.2	915.4	489.1	0.86	77
14.041	0.177	R	620106	620282	994.9	511.7	1020.5	467.5	1.13	1966
14.029	0.239	L	620094	620332	936.8	515.9	917.6	413.4	2.32	1070
14.321	0.014	L	620386	620399	896.1	355.3	913.8	412.5	1.33	131
14.674	0.017	L	620739	620755	930.7	454.7	938.3	520.9	1.48	157
