participant_id	condition	accuracy	reaction_time
sub-23799	incongruent	0	1.044
sub-23799	congruent	1	0.555
sub-23799	congruent	1	0.550
sub-23799	incongruent	1	0.817
sub-23799	incongruent	1	1.021
sub-23799	incongruent	1	0.714
sub-23799	incongruent	1	1.104
sub-23799	incongruent	1	0.811
sub-23799	congruent	0	0.346
sub-23799	congruent	1	0.851
sub-23799	incongruent	1	0.697
sub-23799	congruent	1	0.621
sub-23799	congruent	1	0.581
sub-23799	incongruent	1	0.596
sub-23799	incongruent	1	0.640
sub-23799	congruent	1	0.651
sub-23799	incongruent	1	0.655
sub-23799	incongruent	1	0.855
sub-23799	incongruent	1	0.742
sub-23799	congruent	1	0.743
sub-23799	congruent	1	0.624
sub-23799	incongruent	1	0.867
sub-23799	incongruent	1	1.480
sub-23799	incongruent	0	0.544
sub-23799	incongruent	1	0.990
sub-23799	incongruent	1	0.627
sub-23799	congruent	1	0.732
sub-23799	congruent	1	0.520
sub-23799	congruent	1	0.392
sub-23799	incongruent	1	0.742
sub-23799	incongruent	1	1.115
sub-23799	congruent	1	1.298
sub-23799	incongruent	1	1.881
sub-23799	congruent	1	0.953
sub-23799	congruent	1	1.814
sub-23799	congruent	1	0.665
sub-23799	incongruent	1	1.249
sub-23799	incongruent	1	0.678
sub-23799	incongruent	1	1.108
sub-23799	congruent	1	1.248
sub-23799	congruent	1	0.620
sub-23799	congruent	1	0.555
sub-23799	incongruent	1	0.783
sub-23799	incongruent	1	1.099
sub-23799	congruent	1	0.545
sub-23799	congruent	1	0.585
sub-23799	congruent	1	0.945
sub-23799	congruent	1	0.577
sub-23799	congruent	1	0.736
sub-23799	congruent	1	0.696
sub-23799	incongruent	0	0.619
sub-23799	incongruent	1	1.248
sub-23799	congruent	1	0.608
sub-23799	congruent	1	0.885
sub-23799	incongruent	1	1.542
sub-23799	incongruent	0	0.000
sub-23799	incongruent	1	0.729
sub-23799	congruent	1	0.616
sub-23799	congruent	1	0.896
sub-23799	congruent	1	0.511
sub-23799	incongruent	0	1.104
sub-23799	incongruent	0	0.759
sub-23799	incongruent	1	0.653
sub-23799	incongruent	1	0.776
sub-23799	incongruent	1	0.774
sub-23799	incongruent	1	0.634
sub-23799	incongruent	1	0.582
sub-23799	congruent	1	0.559
sub-23799	incongruent	1	1.108
sub-23799	congruent	1	0.837
sub-23799	incongruent	1	1.376
sub-23799	congruent	1	0.709
sub-23799	congruent	1	0.707
