onset	duration	eye	startTime	stopTime	xStart	yStart	xEnd	yEnd	ampDeg	vPeak
0.398	0.027	L	619774	619800	714.5	426.1	905.3	533.6	4.64	316
0.399	0.026	R	619775	619800	805.8	385.8	999.0	501.4	4.77	323
0.597	0.017	R	619973	619989	1025.6	502.7	992.4	538.4	1.04	110
0.599	0.016	L	619975	619990	931.9	538.1	899.7	570.9	0.98	96
6.81	0.019	L	626186	626204	907.9	557.5	845.7	558.7	1.32	121
6.811	0.018	R	626187	626204	1001.9	547.8	940.4	547.2	1.31	125
7.08	0.017	R	626456	626472	947.6	540.3	908.0	549.1	0.86	82
7.08	0.017	L	626456	626472	860.6	562.1	815.7	564.6	0.96	88
7.315	0.017	R	626691	626707	917.6	535.4	866.0	523.4	1.12	112
7.317	0.016	L	626693	626708	821.9	547.7	774.8	531.0	1.06	112
7.555	0.038	L	626931	626968	776.8	531.0	743.8	515.1	0.78	67
7.555	0.038	R	626931	626968	865.4	508.8	822.3	488.2	1.01	90
8.118	0.026	R	627494	627519	910.0	537.3	1056.1	522.7	3.12	197
8.119	0.026	L	627495	627520	824.3	553.4	971.0	537.8	3.14	199
8.373	0.02	L	627749	627768	984.8	556.3	903.0	562.8	1.75	150
8.373	0.02	R	627749	627768	1063.2	537.0	986.2	541.4	1.64	147
15.029	0.014	L	634405	634418	909.1	536.7	877.1	525.5	0.72	75
15.029	0.015	R	634405	634419	976.2	509.6	946.4	497.0	0.69	70
15.092	0.04	L	634468	634507	888.7	533.8	1282.2	530.7	8.34	342
15.232	0.03	L	634608	634637	1286.6	529.9	1000.3	511.0	6.00	356
15.09	0.186	R	634466	634651	952.3	503.5	1042.0	496.3	1.92	1915
15.481	0.025	R	634857	634881	1035.8	503.3	950.8	480.2	1.88	204
15.48	0.027	L	634856	634882	961.8	523.7	881.3	509.8	1.74	209
15.725	0.015	R	635101	635115	933.0	494.5	895.9	495.3	0.79	75
15.726	0.016	L	635102	635117	867.3	509.7	824.7	510.3	0.91	94
16.229	0.023	R	635605	635627	907.1	532.7	1021.4	528.8	2.44	175
16.23	0.023	L	635606	635628	843.4	561.1	958.8	563.3	2.46	178
16.479	0.023	R	635855	635877	1029.6	538.2	933.1	530.1	2.06	142
16.479	0.024	L	635855	635878	961.5	569.2	861.3	565.4	2.14	143
16.776	0.025	R	636152	636176	922.0	546.0	1040.0	551.4	2.52	165
16.778	0.024	L	636154	636177	859.4	572.4	973.6	573.5	2.43	164
16.903	0.051	L	636279	636329	974.8	559.2	959.4	485.6	1.61	140
17.005	0.018	L	636381	636398	965.8	495.5	911.8	494.1	1.15	100
17.13	0.021	L	636506	636526	894.3	401.8	906.8	509.5	2.32	187
16.895	0.305	R	636271	636575	1047.2	549.3	992.4	520.6	1.32	2304
19.279	0.016	R	638655	638670	992.3	543.4	952.8	545.5	0.84	83
19.278	0.017	L	638654	638670	910.6	557.3	863.2	558.0	1.01	95
19.508	0.016	R	638884	638899	957.0	550.6	915.1	564.5	0.94	92
19.506	0.027	L	638882	638908	864.6	556.8	830.4	535.1	0.87	88
19.803	0.019	R	639179	639197	910.2	551.6	870.7	502.3	1.35	120
20.087	0.041	L	639463	639503	783.7	514.3	1113.5	606.3	7.29	307
20.086	0.104	R	639462	639565	866.6	503.5	927.8	506.0	1.30	2050
20.353	0.023	R	639729	639751	1193.4	590.5	1086.3	533.7	2.59	175
20.352	0.024	L	639728	639751	1121.6	610.8	1005.4	558.6	2.72	179
20.518	0.023	L	639894	639916	996.5	555.3	884.8	556.3	2.38	174
20.517	0.025	R	639893	639917	1064.0	534.9	950.2	533.7	2.43	159
20.71	0.015	R	640086	640100	935.2	534.5	900.8	540.6	0.74	76
20.88	0.024	L	640256	640279	837.0	563.1	967.3	556.9	2.78	188
20.88	0.025	R	640256	640280	909.1	534.2	1043.6	525.6	2.87	205
21.148	0.025	R	640524	640548	1063.7	530.8	965.8	534.8	2.09	114
21.149	0.027	L	640525	640551	977.4	551.2	866.6	541.3	2.37	141
21.313	0.019	L	640689	640707	867.0	547.4	932.2	550.9	1.39	122
21.311	0.021	R	640687	640707	949.7	528.8	1023.4	535.9	1.58	128
25.778	0.203	R	645154	645356	980.6	533.8	973.0	535.1	0.16	3270
26.022	0.018	R	645398	645415	1088.1	538.2	977.7	541.2	2.35	572
26.111	0.077	R	645487	645563	975.4	541.3	977.5	544.6	0.08	3033
26.248	0.07	R	645624	645693	976.8	539.7	967.8	548.0	0.26	3203
26.386	0.157	R	645762	645918	966.6	543.9	968.4	535.5	0.18	3270
26.587	0.212	R	645963	646174	970.0	539.9	968.8	542.4	0.06	3270
26.877	0.031	R	646253	646283	966.7	549.8	965.2	538.9	0.24	747
27.609	0.039	L	646985	647023	934.3	561.2	669.6	539.3	5.63	225
